robot,0,"[(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (5, 5), (5, 6), (5, 7), (5, 8), (5, 9), (6, 9), (6, 10), (5, 10), (4, 10), (3, 10)]"
box,0,"[(5, 4), (5, 4), (5, 4), (5, 4), (5, 4), (5, 5), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (5, 10), (5, 10), (4, 10), (3, 10), (2, 10)]"
